position,number,driver,constructor,Q1,Q2,Q3
1,4,Rubens Barrichello,Ferrari,1:25.703,,
2,5,Heinz-Harald Frentzen,Jordan,1:25.706,,
3,1,Mika Häkkinen,McLaren,1:25.741,,
4,2,David Coulthard,McLaren,1:26.088,,
5,3,Michael Schumacher,Ferrari,1:26.161,,
6,10,Jenson Button,Williams,1:26.733,,
7,9,Ralf Schumacher,Williams,1:26.786,,
8,19,Jos Verstappen,Arrows,1:26.793,,
9,7,Eddie Irvine,Jaguar,1:26.818,,
10,22,Jacques Villeneuve,BAR,1:27.025,,
11,6,Jarno Trulli,Jordan,1:27.164,,
12,11,Giancarlo Fisichella,Benetton,1:27.253,,
13,16,Pedro Diniz,Sauber,1:27.301,,
14,8,Johnny Herbert,Jaguar,1:27.461,,
15,14,Jean Alesi,Prost,1:27.559,,
16,23,Ricardo Zonta,BAR,1:27.772,,
17,15,Nick Heidfeld,Prost,1:27.806,,
18,17,Mika Salo,Sauber,1:28.110,,
19,18,Pedro de la Rosa,Arrows,1:28.135,,
20,12,Alexander Wurz,Benetton,1:28.205,,
21,20,Marc Gené,Minardi,1:28.253,,
22,21,Gastón Mazzacane,Minardi,1:29.174,,
