position,number,driver,constructor,Q1,Q2,Q3
1,10,Nico Hülkenberg,Williams,1:20.050,1:19.144,1:14.470
2,5,Sebastian Vettel,Red Bull,1:19.160,1:18.691,1:15.519
3,6,Mark Webber,Red Bull,1:19.025,1:18.516,1:15.637
4,2,Lewis Hamilton,McLaren,1:19.931,1:18.921,1:15.747
5,8,Fernando Alonso,Ferrari,1:18.987,1:19.010,1:15.989
6,9,Rubens Barrichello,Williams,1:19.799,1:18.925,1:16.203
7,11,Robert Kubica,Renault,1:19.249,1:18.877,1:16.552
8,3,Michael Schumacher,Mercedes,1:19.879,1:18.923,1:16.925
9,7,Felipe Massa,Ferrari,1:19.778,1:19.200,1:17.101
10,12,Vitaly Petrov,Renault,1:20.189,1:19.153,1:17.656
11,1,Jenson Button,McLaren,1:19.905,1:19.288,
12,23,Kamui Kobayashi,Sauber,1:19.741,1:19.385,
13,4,Nico Rosberg,Mercedes,1:20.153,1:19.486,
14,17,Jaime Alguersuari,Toro Rosso,1:20.158,1:19.581,
15,16,Sébastien Buemi,Toro Rosso,1:20.096,1:19.847,
16,22,Nick Heidfeld,Sauber,1:20.174,1:19.899,
17,15,Vitantonio Liuzzi,Force India,1:20.592,1:20.357,
18,14,Adrian Sutil,Force India,1:20.830,,
19,24,Timo Glock,Virgin,1:22.130,,
20,18,Jarno Trulli,Lotus,1:22.250,,
21,19,Heikki Kovalainen,Lotus,1:22.378,,
22,25,Lucas di Grassi,Virgin,1:22.810,,
23,20,Christian Klien,HRT,1:23.083,,
24,21,Bruno Senna,HRT,1:23.796,,
