position,number,driver,constructor,Q1,Q2,Q3
1,8,Mika Häkkinen,McLaren,1:30.010,,
2,7,David Coulthard,McLaren,1:30.053,,
3,3,Michael Schumacher,Ferrari,1:30.767,,
4,1,Jacques Villeneuve,Williams,1:30.919,,
5,15,Johnny Herbert,Sauber,1:31.384,,
6,2,Heinz-Harald Frentzen,Williams,1:31.397,,
7,5,Giancarlo Fisichella,Benetton,1:31.733,,
8,4,Eddie Irvine,Ferrari,1:31.767,,
9,10,Ralf Schumacher,Jordan,1:32.392,,
10,9,Damon Hill,Jordan,1:32.399,,
11,6,Alexander Wurz,Benetton,1:32.726,,
12,14,Jean Alesi,Sauber,1:33.240,,
13,20,Toranosuke Takagi,Tyrrell,1:33.291,,
14,18,Rubens Barrichello,Stewart,1:33.383,,
15,12,Jarno Trulli,Prost,1:33.739,,
16,17,Mika Salo,Arrows,1:33.927,,
17,23,Esteban Tuero,Minardi,1:34.646,,
18,19,Jan Magnussen,Stewart,1:34.906,,
19,20,Ricardo Rosset,Tyrrell,1:35.119,,
20,16,Pedro Diniz,Arrows,1:35.140,,
21,14,Olivier Panis,Prost,1:35.215,,
22,22,Shinji Nakano,Minardi,1:35.301,,
