Position,Driver,Constructor,Points,Wins
1,Graham Hill,BRM,13,1
2,Jim Clark,Lotus-Climax,9,1
3,John Surtees,Ferrari,9,0
4,Lorenzo Bandini,Ferrari,6,0
5,Jackie Stewart,BRM,5,0
6,Bruce McLaren,Cooper-Climax,4,0
7,Mike Spence,Lotus-Climax,3,0
8,Jo Siffert,Brabham-BRM,1,0
9,Jo Bonnier,Brabham-Climax,0,0
10,Jack Brabham,Brabham-Climax,0,0
11,Denny Hulme,Brabham-Climax,0,0
12,Paul Hawkins,Brabham-Ford,0,0
13,Bob Anderson,Brabham-Climax,0,0
14,Peter de Klerk,Alfa Romeo,0,0
15,Tony Maggs,Lotus-BRM,0,0
16,Frank Gardner,Brabham-BRM,0,0
17,Sam Tingle,LDS-Alfa Romeo,0,0
18,David Prophet,Brabham-Ford,0,0
19,Richard Attwood,Lotus-BRM,0,0
20,Ronnie Bucknum,Honda,0,0
21,Mike Hailwood,Lotus-BRM,0,0
22,Richie Ginther,Honda,0,0
23,Jochen Rindt,Cooper-Climax,0,0
24,John Love,Cooper-Climax,0,0
25,Dan Gurney,Brabham-Climax,0,0
26,Trevor Blokdyk,Cooper-Ford,0,0
27,Neville Lederle,Lotus-Climax,0,0
28,Doug Serrurier,LDS-Climax,0,0
29,Brausch Niemann,Lotus-Ford,0,0
30,Ernie Pieterse,Lotus-Climax,0,0
