position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:05.760,1:04.316,1:04.251
2,5,Sebastian Vettel,Ferrari,1:05.585,1:04.772,1:04.293
3,44,Lewis Hamilton,Mercedes,1:05.064,1:04.800,1:04.424
4,7,Kimi Räikkönen,Ferrari,1:05.148,1:05.004,1:04.779
5,3,Daniel Ricciardo,Red Bull,1:05.854,1:05.161,1:04.896
6,33,Max Verstappen,Red Bull,1:05.779,1:04.948,1:04.983
7,8,Romain Grosjean,Haas F1 Team,1:05.902,1:05.319,1:05.480
8,11,Sergio Pérez,Force India,1:05.975,1:05.435,1:05.605
9,31,Esteban Ocon,Force India,1:06.033,1:05.550,1:05.674
10,55,Carlos Sainz,Toro Rosso,1:05.675,1:05.544,1:05.726
11,27,Nico Hülkenberg,Renault,1:06.174,1:05.597,
12,14,Fernando Alonso,McLaren,1:06.158,1:05.602,
13,2,Stoffel Vandoorne,McLaren,1:06.316,1:05.741,
14,26,Daniil Kvyat,Toro Rosso,1:05.990,1:05.884,
15,20,Kevin Magnussen,Haas F1 Team,1:06.143,,
16,30,Jolyon Palmer,Renault,1:06.345,,
17,19,Felipe Massa,Williams,1:06.534,,
18,18,Lance Stroll,Williams,1:06.608,,
19,9,Marcus Ericsson,Sauber,1:06.857,,
20,94,Pascal Wehrlein,Sauber,1:07.011,,
