position,number,driver,constructor,Q1,Q2,Q3
1,5,Felipe Massa,Ferrari,1:27.488,1:27.039,1:27.329
2,2,Lewis Hamilton,McLaren,1:27.513,1:26.936,1:27.373
3,6,Kimi Räikkönen,Ferrari,1:27.294,1:26.902,1:27.546
4,1,Fernando Alonso,McLaren,1:27.328,1:26.841,1:27.574
5,10,Robert Kubica,BMW Sauber,1:27.997,1:27.253,1:27.722
6,9,Nick Heidfeld,BMW Sauber,1:28.099,1:27.253,1:28.037
7,4,Heikki Kovalainen,Renault,1:28.127,1:27.039,1:28.491
8,16,Nico Rosberg,Williams,1:28.275,1:27.750,1:28.501
9,12,Jarno Trulli,Toyota,1:28.318,1:27.801,1:28.740
10,3,Giancarlo Fisichella,Renault,1:28.313,1:27.880,1:29.322
11,23,Anthony Davidson,Super Aguri,1:28.304,1:28.002,
12,15,Mark Webber,Red Bull,1:28.500,1:28.013,
13,14,David Coulthard,Red Bull,1:28.395,1:28.100,
14,17,Alexander Wurz,Williams,1:28.360,1:28.390,
15,18,Vitantonio Liuzzi,Toro Rosso,1:28.798,,
16,11,Ralf Schumacher,Toyota,1:28.809,,
17,22,Takuma Sato,Super Aguri,1:28.953,,
18,19,Sebastian Vettel,Toro Rosso,1:29.408,,
19,20,Adrian Sutil,Spyker,1:29.861,,
20,21,Sakon Yamamoto,Spyker,1:31.479,,
21,7,Jenson Button,Honda,1:28.373,1:28.220,
22,8,Rubens Barrichello,Honda,1:28.792,1:28.188,
