position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:36.119,1:35.337,1:35.417
2,5,Sebastian Vettel,Ferrari,1:36.555,1:36.623,1:36.123
3,77,Valtteri Bottas,Williams,1:37.746,1:37.140,1:36.536
4,7,Kimi Räikkönen,Ferrari,1:36.976,1:36.741,1:36.663
5,19,Felipe Massa,Williams,1:37.753,1:37.230,1:37.016
6,3,Daniel Ricciardo,Red Bull,1:38.091,1:37.569,1:37.125
7,11,Sergio Pérez,Force India,1:38.006,1:37.282,1:37.212
8,26,Daniil Kvyat,Red Bull,1:38.265,1:37.606,1:37.459
9,33,Max Verstappen,Toro Rosso,1:38.123,1:37.510,1:37.583
10,44,Lewis Hamilton,Mercedes,1:36.006,1:35.820,
11,55,Carlos Sainz,Toro Rosso,1:37.784,1:37.652,
12,22,Jenson Button,McLaren,1:38.332,1:37.701,
13,27,Nico Hülkenberg,Force India,1:38.562,1:37.771,
14,14,Fernando Alonso,McLaren,1:37.971,1:37.807,
15,8,Romain Grosjean,Haas F1 Team,1:38.383,1:38.055,
16,21,Esteban Gutiérrez,Haas F1 Team,1:38.678,1:38.115,
17,20,Kevin Magnussen,Renault,1:38.914,,
18,30,Jolyon Palmer,Renault,1:39.009,,
19,12,Felipe Nasr,Sauber,1:39.018,,
20,94,Pascal Wehrlein,Manor Marussia,1:39.399,,
21,88,Rio Haryanto,Manor Marussia,1:39.463,,
22,9,Marcus Ericsson,Sauber,1:39.519,,
