Position,Driver,Constructor,Points,Wins
1,Nico Rosberg,Mercedes,100,4
2,Lewis Hamilton,Mercedes,57,0
3,Kimi Räikkönen,Ferrari,43,0
4,Daniel Ricciardo,Red Bull,36,0
5,Sebastian Vettel,Ferrari,33,0
6,Felipe Massa,Williams,32,0
7,Romain Grosjean,Haas F1 Team,22,0
8,Daniil Kvyat,Red Bull,21,0
9,Valtteri Bottas,Williams,19,0
10,Max Verstappen,Toro Rosso,13,0
11,Fernando Alonso,McLaren,8,0
12,Kevin Magnussen,Renault,6,0
13,Nico Hülkenberg,Force India,6,0
14,Carlos Sainz,Toro Rosso,4,0
15,Sergio Pérez,Force India,2,0
16,Jenson Button,McLaren,1,0
17,Stoffel Vandoorne,McLaren,1,0
18,Jolyon Palmer,Renault,0,0
19,Marcus Ericsson,Sauber,0,0
20,Pascal Wehrlein,Manor Marussia,0,0
21,Felipe Nasr,Sauber,0,0
22,Esteban Gutiérrez,Haas F1 Team,0,0
23,Rio Haryanto,Manor Marussia,0,0
