position,number,driver,constructor,Q1,Q2,Q3
1,1,Mika Häkkinen,McLaren,1:16.568,,
2,2,David Coulthard,McLaren,1:16.715,,
3,16,Rubens Barrichello,Stewart,1:17.305,,
4,3,Michael Schumacher,Ferrari,1:17.578,,
5,9,Giancarlo Fisichella,Benetton,1:17.810,,
6,4,Eddie Irvine,Ferrari,1:17.843,,
7,7,Damon Hill,Jordan,1:17.884,,
8,8,Heinz-Harald Frentzen,Jordan,1:17.902,,
9,10,Alexander Wurz,Benetton,1:18.334,,
10,17,Johnny Herbert,Stewart,1:18.374,,
11,6,Ralf Schumacher,Williams,1:18.506,,
12,18,Olivier Panis,Prost,1:18.636,,
13,19,Jarno Trulli,Prost,1:18.684,,
14,11,Jean Alesi,Sauber,1:18.716,,
15,12,Pedro Diniz,Sauber,1:19.194,,
16,5,Alessandro Zanardi,Williams,1:19.452,,
17,20,Stéphane Sarrazin,Minardi,1:20.016,,
18,14,Pedro de la Rosa,Arrows,1:20.075,,
19,15,Toranosuke Takagi,Arrows,1:20.096,,
20,21,Marc Gené,Minardi,1:20.710,,
21,22,Jacques Villeneuve,BAR,,,
