position,number,driver,constructor,laps,grid,status,points
1,3,Jack Brabham,Brabham-Repco,15,5,Finished,9
2,7,John Surtees,Cooper-Maserati,15,2,Finished,6
3,8,Jochen Rindt,Cooper-Maserati,15,9,Finished,4
4,5,Graham Hill,BRM,15,10,Finished,3
5,6,Jackie Stewart,BRM,15,3,Finished,2
6,9,Lorenzo Bandini,Ferrari,15,6,Finished,1
7,12,Dan Gurney,Eagle-Climax,14,8,Electrical,0
8,2,Peter Arundell,Lotus-BRM,14,17,+1 Lap,0
9,15,Mike Spence,Lotus-BRM,12,13,Alternator,0
10,1,Jim Clark,Lotus-Climax,11,1,Accident,0
11,20,Chris Lawrence,Cooper-Ferrari,10,26,Suspension,0
12,11,Ludovico Scarfiotti,Ferrari,9,4,Electrical,0
13,10,Mike Parkes,Ferrari,9,7,Accident,0
14,4,Denny Hulme,Brabham-Repco,8,15,Ignition,0
15,17,Jo Bonnier,Cooper-Maserati,3,12,Clutch,0
16,14,Bob Bondurant,BRM,3,11,Engine,0
17,19,Bob Anderson,Brabham-Climax,2,14,Transmission,0
18,16,John Taylor,Brabham-BRM,0,25,Accident,0
19,18,Guy Ligier,Cooper-Maserati,0,0,Injury,0
