Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,19,1
2,Jacky Ickx,Ferrari,16,0
3,Denny Hulme,McLaren,15,1
4,Jackie Stewart,Tyrrell,12,1
5,Jean-Pierre Beltoise,BRM,9,1
6,Clay Regazzoni,Ferrari,7,0
7,Peter Revson,McLaren,6,0
8,Andrea de Adamich,Surtees,3,0
9,Mario Andretti,Ferrari,3,0
10,Ronnie Peterson,March,3,0
11,Tim Schenken,Surtees,2,0
12,Brian Redman,McLaren,2,0
13,Graham Hill,Brabham,1,0
14,Chris Amon,Matra,1,0
15,Carlos Pace,March,1,0
16,Wilson Fittipaldi,Brabham,0,0
17,Niki Lauda,March,0,0
18,Carlos Reutemann,Brabham,0,0
19,Helmut Marko,BRM,0,0
20,Henri Pescarolo,March,0,0
21,David Walker,Team Lotus,0,0
22,François Cevert,Tyrrell,0,0
23,Howden Ganley,BRM,0,0
24,Rolf Stommelen,March,0,0
25,Mike Beuttler,March,0,0
26,John Love,Surtees,0,0
27,Reine Wisell,BRM,0,0
28,Peter Gethin,BRM,0,0
29,Mike Hailwood,Surtees,0,0
30,Alex Soler-Roig,BRM,0,0
