Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,McLaren,22,2
2,Niki Lauda,Ferrari,21,1
3,Clay Regazzoni,Ferrari,19,0
4,Denny Hulme,McLaren,11,1
5,Jean-Pierre Beltoise,BRM,10,0
6,Carlos Reutemann,Brabham,9,1
7,Mike Hailwood,McLaren,9,0
8,Jody Scheckter,Tyrrell,6,0
9,Hans-Joachim Stuck,March,5,0
10,Jacky Ickx,Team Lotus,4,0
11,Patrick Depailler,Tyrrell,4,0
12,Carlos Pace,Surtees,3,0
13,Ronnie Peterson,Team Lotus,1,0
14,Arturo Merzario,Iso Marlboro,1,0
15,Brian Redman,Shadow,0,0
16,Graham Hill,Lola,0,0
17,Howden Ganley,March,0,0
18,James Hunt,March,0,0
19,Vittorio Brambilla,March,0,0
20,Henri Pescarolo,BRM,0,0
21,Tim Schenken,Trojan,0,0
22,John Watson,Brabham,0,0
23,Guy Edwards,Lola,0,0
24,Jean-Pierre Jarier,Shadow,0,0
25,Ian Scheckter,Team Lotus,0,0
26,Eddie Keizan,Tyrrell,0,0
27,Gijs van Lennep,Iso Marlboro,0,0
28,François Migault,BRM,0,0
29,Richard Robarts,Brabham,0,0
30,Vern Schuppan,Ensign,0,0
