position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,55,2,Finished,25
2,2,Mark Webber,Red Bull,55,1,Finished,18
3,9,Nico Rosberg,Mercedes,55,3,Finished,15
4,8,Romain Grosjean,Lotus F1,55,6,Finished,12
5,3,Fernando Alonso,Ferrari,55,10,Finished,10
6,14,Paul di Resta,Force India,55,11,Finished,8
7,10,Lewis Hamilton,Mercedes,55,4,Finished,6
8,4,Felipe Massa,Ferrari,55,7,Finished,4
9,6,Sergio Pérez,McLaren,55,8,Finished,2
10,15,Adrian Sutil,Force India,55,17,Finished,1
11,16,Pastor Maldonado,Williams,55,14,Finished,0
12,5,Jenson Button,McLaren,55,12,Finished,0
13,12,Esteban Gutiérrez,Sauber,55,16,Finished,0
14,11,Nico Hülkenberg,Sauber,54,5,+1 Lap,0
15,17,Valtteri Bottas,Williams,54,15,+1 Lap,0
16,19,Daniel Ricciardo,Toro Rosso,54,9,+1 Lap,0
17,18,Jean-Éric Vergne,Toro Rosso,54,13,+1 Lap,0
18,21,Giedo van der Garde,Caterham,54,18,+1 Lap,0
19,20,Charles Pic,Caterham,54,19,+1 Lap,0
20,22,Jules Bianchi,Marussia,53,21,+2 Laps,0
21,23,Max Chilton,Marussia,53,20,+2 Laps,0
22,7,Kimi Räikkönen,Lotus F1,0,22,Accident,0
