position,number,driver,constructor,Q1,Q2,Q3
1,2,Mark Webber,Red Bull,1:41.568,1:40.575,1:39.957
2,1,Sebastian Vettel,Red Bull,1:41.683,1:40.781,1:40.075
3,9,Nico Rosberg,Mercedes,1:41.420,1:40.473,1:40.419
4,10,Lewis Hamilton,Mercedes,1:40.693,1:40.477,1:40.501
5,7,Kimi Räikkönen,Lotus F1,1:41.276,1:40.971,1:40.542
6,11,Nico Hülkenberg,Sauber,1:41.631,1:40.931,1:40.576
7,8,Romain Grosjean,Lotus F1,1:41.447,1:40.948,1:40.997
8,4,Felipe Massa,Ferrari,1:41.254,1:40.989,1:41.015
9,6,Sergio Pérez,McLaren,1:41.687,1:40.812,1:41.068
10,19,Daniel Ricciardo,Toro Rosso,1:41.884,1:40.852,1:41.111
11,3,Fernando Alonso,Ferrari,1:41.397,1:41.093,
12,14,Paul di Resta,Force India,1:41.676,1:41.133,
13,5,Jenson Button,McLaren,1:41.817,1:41.200,
14,18,Jean-Éric Vergne,Toro Rosso,1:41.692,1:41.279,
15,16,Pastor Maldonado,Williams,1:41.365,1:41.395,
16,17,Valtteri Bottas,Williams,1:41.862,1:41.447,
17,12,Esteban Gutiérrez,Sauber,1:41.999,,
18,15,Adrian Sutil,Force India,1:42.051,,
19,21,Giedo van der Garde,Caterham,1:43.252,,
20,22,Jules Bianchi,Marussia,1:43.398,,
21,20,Charles Pic,Caterham,1:43.528,,
22,23,Max Chilton,Marussia,1:44.198,,
