Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,48,2
2,Jody Scheckter,Wolf,38,2
3,Mario Andretti,Team Lotus,32,3
4,Carlos Reutemann,Ferrari,31,1
5,James Hunt,McLaren,22,1
6,Gunnar Nilsson,Team Lotus,20,1
7,Jochen Mass,McLaren,17,0
8,Jacques Laffite,Ligier,10,1
9,Patrick Depailler,Tyrrell,10,0
10,John Watson,Brabham,9,0
11,Hans-Joachim Stuck,March,8,0
12,Emerson Fittipaldi,Fittipaldi,8,0
13,Carlos Pace,Brabham,6,0
14,Vittorio Brambilla,Surtees,5,0
15,Ronnie Peterson,Tyrrell,4,0
16,Alan Jones,Shadow,3,0
17,Clay Regazzoni,Ensign,1,0
18,Jean-Pierre Jarier,Penske,1,0
19,Renzo Zorzi,Shadow,1,0
20,Patrick Tambay,Surtees,1,0
21,Vern Schuppan,Surtees,0,0
22,Ingo Hoffmann,Fittipaldi,0,0
23,Alex Ribeiro,March,0,0
24,Riccardo Patrese,Shadow,0,0
25,Hans Binder,Surtees,0,0
26,Harald Ertl,Hesketh,0,0
27,Jackie Oliver,Shadow,0,0
28,Patrick Nève,March,0,0
29,Brett Lunger,March,0,0
30,Rupert Keegan,Hesketh,0,0
