position,number,driver,constructor,Q1,Q2,Q3
1,6,Kimi Räikkönen,McLaren,1:11.670,,
2,2,Rubens Barrichello,Ferrari,1:11.794,,
3,20,Olivier Panis,Toyota,1:11.920,,
4,3,Juan Pablo Montoya,Williams,1:11.948,,
5,4,Ralf Schumacher,Williams,1:12.078,,
6,8,Fernando Alonso,Renault,1:12.087,,
7,1,Michael Schumacher,Ferrari,1:12.194,,
8,5,David Coulthard,McLaren,1:12.297,,
9,21,Cristiano da Matta,Toyota,1:12.326,,
10,7,Jarno Trulli,Renault,1:12.566,,
11,17,Jenson Button,BAR,1:12.695,,
12,16,Jacques Villeneuve,BAR,1:13.050,,
13,9,Nick Heidfeld,Sauber,1:13.083,,
14,14,Mark Webber,Jaguar,1:13.269,,
15,10,Heinz-Harald Frentzen,Sauber,1:13.447,,
16,15,Justin Wilson,Jaguar,1:13.585,,
17,11,Giancarlo Fisichella,Jordan,1:13.798,,
18,12,Ralph Firman,Jordan,1:14.027,,
19,19,Jos Verstappen,Minardi,1:15.360,,
20,18,Nicolas Kiesa,Minardi,1:15.644,,
