Position,Driver,Constructor,Points,Wins
1,René Arnoux,Renault,21,2
2,Alan Jones,Williams,19,1
3,Nelson Piquet,Brabham,18,1
4,Didier Pironi,Ligier,17,1
5,Riccardo Patrese,Arrows,7,0
6,Elio de Angelis,Team Lotus,6,0
7,Jacques Laffite,Ligier,6,0
8,Carlos Reutemann,Williams,6,0
9,Keke Rosberg,Fittipaldi,4,0
10,Emerson Fittipaldi,Fittipaldi,4,0
11,Derek Daly,Tyrrell,3,0
12,John Watson,McLaren,3,0
13,Alain Prost,McLaren,3,0
14,Jean-Pierre Jarier,Tyrrell,2,0
15,Jody Scheckter,Ferrari,2,0
16,Bruno Giacomelli,Alfa Romeo,2,0
17,Jochen Mass,Arrows,1,0
18,Gilles Villeneuve,Ferrari,1,0
19,Ricardo Zunino,Brabham,0,0
20,Marc Surer,ATS,0,0
21,Clay Regazzoni,Ensign,0,0
22,Jean-Pierre Jabouille,Renault,0,0
23,Mario Andretti,Team Lotus,0,0
24,Jan Lammers,ATS,0,0
25,Geoff Lees,Shadow,0,0
26,Patrick Depailler,Alfa Romeo,0,0
27,Eddie Cheever,Osella,0,0
28,Tiff Needell,Ensign,0,0
29,Dave Kennedy,Shadow,0,0
30,Stefan Johansson,Shadow,0,0
