round,raceName,date,time,circuit,country
1,Dutch Grand Prix,1962-05-20,,Circuit Park Zandvoort,Netherlands
2,Monaco Grand Prix,1962-06-03,,Circuit de Monaco,Monaco
3,Belgian Grand Prix,1962-06-17,,Circuit de Spa-Francorchamps,Belgium
4,French Grand Prix,1962-07-08,,Rouen-Les-Essarts,France
5,British Grand Prix,1962-07-21,,Aintree,UK
6,German Grand Prix,1962-08-05,,Nürburgring,Germany
7,Italian Grand Prix,1962-09-16,,Autodromo Nazionale di Monza,Italy
8,United States Grand Prix,1962-10-07,,Watkins Glen,USA
9,South African Grand Prix,1962-12-29,,Prince George Circuit,South Africa
