position,number,driver,constructor,laps,grid,status,points
1,2,Felipe Massa,Ferrari,58,1,Finished,10
2,22,Lewis Hamilton,McLaren,58,3,Finished,8
3,1,Kimi Räikkönen,Ferrari,58,4,Finished,6
4,4,Robert Kubica,BMW Sauber,58,5,Finished,5
5,3,Nick Heidfeld,BMW Sauber,58,9,Finished,4
6,5,Fernando Alonso,Renault,58,7,Finished,3
7,10,Mark Webber,Red Bull,58,6,Finished,2
8,7,Nico Rosberg,Williams,58,11,Finished,1
9,9,David Coulthard,Red Bull,58,10,Finished,0
10,11,Jarno Trulli,Toyota,58,8,Finished,0
11,16,Jenson Button,Honda,57,13,+1 Lap,0
12,23,Heikki Kovalainen,McLaren,57,2,+1 Lap,0
13,12,Timo Glock,Toyota,57,15,+1 Lap,0
14,17,Rubens Barrichello,Honda,57,12,+1 Lap,0
15,6,Nelson Piquet Jr.,Renault,57,17,+1 Lap,0
16,20,Adrian Sutil,Force India,57,19,+1 Lap,0
17,15,Sebastian Vettel,Toro Rosso,57,14,+1 Lap,0
18,14,Sébastien Bourdais,Toro Rosso,24,18,Suspension,0
19,8,Kazuki Nakajima,Williams,1,16,Collision,0
20,21,Giancarlo Fisichella,Force India,0,20,Collision,0
