Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,Ferrari,35,2
2,Felipe Massa,Ferrari,28,2
3,Lewis Hamilton,McLaren,28,1
4,Robert Kubica,BMW Sauber,24,0
5,Nick Heidfeld,BMW Sauber,20,0
6,Heikki Kovalainen,McLaren,14,0
7,Mark Webber,Red Bull,10,0
8,Fernando Alonso,Renault,9,0
9,Jarno Trulli,Toyota,9,0
10,Nico Rosberg,Williams,8,0
11,Kazuki Nakajima,Williams,5,0
12,Jenson Button,Honda,3,0
13,Sébastien Bourdais,Toro Rosso,2,0
14,David Coulthard,Red Bull,0,0
15,Timo Glock,Toyota,0,0
16,Giancarlo Fisichella,Force India,0,0
17,Rubens Barrichello,Honda,0,0
18,Nelson Piquet Jr.,Renault,0,0
19,Takuma Sato,Super Aguri,0,0
20,Anthony Davidson,Super Aguri,0,0
21,Adrian Sutil,Force India,0,0
22,Sebastian Vettel,Toro Rosso,0,0
