position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Benetton,1:27.661,,
2,5,Damon Hill,Williams,1:28.039,,
3,6,David Coulthard,Williams,1:28.091,,
4,28,Gerhard Berger,Ferrari,1:28.189,,
5,27,Jean Alesi,Ferrari,1:28.474,,
6,2,Johnny Herbert,Benetton,1:28.498,,
7,8,Mika Häkkinen,McLaren,1:28.910,,
8,15,Eddie Irvine,Jordan,1:29.021,,
9,14,Rubens Barrichello,Jordan,1:29.171,,
10,7,Mark Blundell,McLaren,1:29.641,,
11,26,Olivier Panis,Ligier,1:29.809,,
12,30,Heinz-Harald Frentzen,Sauber,1:30.017,,
13,9,Gianni Morbidelli,Footwork,1:30.159,,
14,25,Martin Brundle,Ligier,1:30.255,,
15,4,Mika Salo,Tyrrell,1:30.657,,
16,3,Ukyo Katayama,Tyrrell,1:31.382,,
17,23,Pierluigi Martini,Minardi,1:31.445,,
18,29,Jean-Christophe Boullion,Sauber,1:31.838,,
19,24,Luca Badoer,Minardi,1:31.853,,
20,16,Bertrand Gachot,Pacific,1:32.841,,
21,17,Andrea Montermini,Pacific,1:32.894,,
22,10,Taki Inoue,Footwork,1:32.995,,
23,22,Roberto Moreno,Forti,1:34.000,,
24,21,Pedro Diniz,Forti,1:34.982,,
