position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:38.324,1:38.015,1:37.587
2,6,Mark Webber,Red Bull,1:38.549,1:38.041,1:37.662
3,2,Lewis Hamilton,McLaren,1:38.697,1:38.158,1:37.969
4,8,Fernando Alonso,Ferrari,1:38.472,1:38.179,1:38.075
5,7,Felipe Massa,Ferrari,1:38.657,1:38.046,1:38.127
6,11,Robert Kubica,Renault,1:38.132,1:38.062,1:38.137
7,1,Jenson Button,McLaren,1:38.360,1:38.399,1:38.210
8,10,Nico Hülkenberg,Williams,1:38.843,1:38.523,1:38.428
9,9,Rubens Barrichello,Williams,1:38.449,1:38.326,1:38.428
10,12,Vitaly Petrov,Renault,1:39.004,1:38.552,1:38.523
11,16,Sébastien Buemi,Toro Rosso,1:39.096,1:38.586,
12,4,Nico Rosberg,Mercedes,1:38.752,1:38.627,
13,14,Adrian Sutil,Force India,1:39.021,1:38.851,
14,15,Vitantonio Liuzzi,Force India,1:38.969,1:38.884,
15,3,Michael Schumacher,Mercedes,1:38.994,1:39.234,
16,22,Pedro de la Rosa,Sauber,1:39.003,1:39.264,
17,17,Jaime Alguersuari,Toro Rosso,1:39.128,1:39.458,
18,23,Kamui Kobayashi,Sauber,1:39.343,,
19,18,Jarno Trulli,Lotus,1:40.658,,
20,19,Heikki Kovalainen,Lotus,1:40.882,,
21,25,Lucas di Grassi,Virgin,1:42.086,,
22,24,Timo Glock,Virgin,1:42.140,,
23,20,Karun Chandhok,HRT,1:42.600,,
24,21,Bruno Senna,HRT,1:42.851,,
