Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,18,2
2,Richie Ginther,BRM,11,0
3,Dan Gurney,Brabham,10,0
4,Bruce McLaren,Cooper-Climax,10,0
5,Graham Hill,BRM,9,1
6,John Surtees,Ferrari,7,0
7,Innes Ireland,Lotus-BRM,3,0
8,Jo Bonnier,Cooper-Climax,2,0
9,Tony Maggs,Cooper-Climax,2,0
10,Carel Godin de Beaufort,Porsche,1,0
11,Trevor Taylor,Lotus-Climax,1,0
12,Ludovico Scarfiotti,Ferrari,1,0
13,Jo Siffert,Lotus-BRM,0,0
14,Jim Hall,Lotus-BRM,0,0
15,Tony Settember,Scirocco,0,0
16,Jack Brabham,Lotus-Climax,0,0
17,Willy Mairesse,Ferrari,0,0
18,Lucien Bianchi,Lola,0,0
19,Maurice Trintignant,Lola,0,0
20,Chris Amon,Lola,0,0
21,Phil Hill,ATS,0,0
22,Giancarlo Baghetti,ATS,0,0
23,Bernard Collomb,Lotus-Climax,0,0
24,Gerhard Mitter,Porsche,0,0
25,John Campbell-Jones,Lotus-BRM,0,0
26,Ian Burgess,Scirocco,0,0
27,Peter Arundell,Lotus-Climax,0,0
28,Lorenzo Bandini,BRM,0,0
29,Nasif Estéfano,De Tomaso,0,0
