Position,Driver,Constructor,Points,Wins
1,Graham Hill,BRM,39,2
2,John Surtees,Ferrari,34,2
3,Jim Clark,Lotus-Climax,30,3
4,Richie Ginther,BRM,23,0
5,Lorenzo Bandini,Ferrari,19,1
6,Bruce McLaren,Cooper-Climax,13,0
7,Jack Brabham,Brabham-Climax,11,0
8,Peter Arundell,Lotus-Climax,11,0
9,Dan Gurney,Brabham-Climax,10,1
10,Jo Siffert,Lotus-BRM,7,0
11,Bob Anderson,Brabham-Climax,5,0
12,Tony Maggs,BRM,4,0
13,Innes Ireland,Lotus-BRM,4,0
14,Jo Bonnier,Cooper-Climax,3,0
15,Chris Amon,Lotus-BRM,2,0
16,Maurice Trintignant,BRM,2,0
17,Walt Hansgen,Lotus-Climax,2,0
18,Phil Hill,Cooper-Climax,1,0
19,Trevor Taylor,BRP,1,0
20,Mike Hailwood,Lotus-BRM,1,0
21,Mike Spence,Lotus-Climax,1,0
22,Giancarlo Baghetti,BRM,0,0
23,Gerhard Mitter,Lotus-Climax,0,0
24,Ludovico Scarfiotti,Ferrari,0,0
25,Peter Revson,Lotus-BRM,0,0
26,Ronnie Bucknum,Honda,0,0
27,John Taylor,Cooper-Climax,0,0
28,Jochen Rindt,Brabham-BRM,0,0
29,Hap Sharp,Brabham-BRM,0,0
30,André Pilette,Scirocco,0,0
