position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,56,2,Finished,25
2,6,Nico Rosberg,Mercedes,56,1,Finished,18
3,5,Sebastian Vettel,Ferrari,56,13,Finished,15
4,33,Max Verstappen,Toro Rosso,56,8,Finished,12
5,11,Sergio Pérez,Force India,56,5,Finished,10
6,22,Jenson Button,McLaren,56,11,Finished,8
7,55,Carlos Sainz,Toro Rosso,56,20,Finished,6
8,13,Pastor Maldonado,Lotus F1,56,12,Finished,4
9,12,Felipe Nasr,Sauber,56,15,Finished,2
10,3,Daniel Ricciardo,Red Bull,56,3,Finished,1
11,14,Fernando Alonso,McLaren,56,9,Finished,0
12,53,Alexander Rossi,Manor Marussia,56,17,Finished,0
13,26,Daniil Kvyat,Red Bull,41,4,Accident,0
14,27,Nico Hülkenberg,Force India,35,6,Accident,0
15,9,Marcus Ericsson,Sauber,25,14,Retired,0
16,7,Kimi Räikkönen,Ferrari,25,18,Brake duct,0
17,19,Felipe Massa,Williams,23,7,Retired,0
18,8,Romain Grosjean,Lotus F1,10,10,Retired,0
19,77,Valtteri Bottas,Williams,5,16,Retired,0
20,28,Will Stevens,Manor Marussia,1,19,Retired,0
