position,number,driver,constructor,Q1,Q2,Q3
1,7,Michael Schumacher,Mercedes,1:15.873,1:15.062,1:14.301
2,2,Mark Webber,Red Bull,1:16.013,1:15.035,1:14.381
3,8,Nico Rosberg,Mercedes,1:15.900,1:15.022,1:14.448
4,4,Lewis Hamilton,McLaren,1:16.063,1:15.166,1:14.583
5,10,Romain Grosjean,Lotus F1,1:15.718,1:15.219,1:14.639
6,5,Fernando Alonso,Ferrari,1:16.153,1:15.128,1:14.948
7,6,Felipe Massa,Ferrari,1:15.983,1:14.911,1:15.049
8,9,Kimi Räikkönen,Lotus F1,1:15.889,1:15.322,1:15.199
9,18,Pastor Maldonado,Williams,1:16.017,1:15.026,1:15.245
10,1,Sebastian Vettel,Red Bull,1:15.757,1:15.234,
11,12,Nico Hülkenberg,Force India,1:15.418,1:15.421,
12,14,Kamui Kobayashi,Sauber,1:15.648,1:15.508,
13,3,Jenson Button,McLaren,1:16.399,1:15.536,
14,19,Bruno Senna,Williams,1:15.923,1:15.709,
15,11,Paul di Resta,Force India,1:16.062,1:15.718,
16,16,Daniel Ricciardo,Toro Rosso,1:16.360,1:15.878,
17,17,Jean-Éric Vergne,Toro Rosso,1:16.491,1:16.885,
18,20,Heikki Kovalainen,Caterham,1:16.538,,
19,21,Vitaly Petrov,Caterham,1:17.404,,
20,24,Timo Glock,Marussia,1:17.947,,
21,22,Pedro de la Rosa,HRT,1:18.096,,
22,25,Charles Pic,Marussia,1:18.476,,
23,23,Narain Karthikeyan,HRT,1:19.310,,
