position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:37.468,1:35.934,1:34.870
2,3,Lewis Hamilton,McLaren,1:36.861,1:35.852,1:34.974
3,2,Mark Webber,Red Bull,1:37.924,1:36.080,1:35.179
4,4,Jenson Button,McLaren,1:37.033,1:35.569,1:35.200
5,5,Fernando Alonso,Ferrari,1:36.897,1:36.320,1:35.802
6,9,Nick Heidfeld,Renault,1:37.224,1:36.811,1:36.124
7,6,Felipe Massa,Ferrari,1:36.744,1:36.557,1:36.251
8,10,Vitaly Petrov,Renault,1:37.210,1:36.642,1:36.324
9,8,Nico Rosberg,Mercedes,1:37.316,1:36.388,1:36.809
10,16,Kamui Kobayashi,Sauber,1:36.994,1:36.691,1:36.820
11,7,Michael Schumacher,Mercedes,1:36.904,1:37.035,
12,18,Sébastien Buemi,Toro Rosso,1:37.693,1:37.160,
13,19,Jaime Alguersuari,Toro Rosso,1:37.677,1:37.347,
14,15,Paul di Resta,Force India,1:38.045,1:37.370,
15,11,Rubens Barrichello,Williams,1:38.163,1:37.496,
16,17,Sergio Pérez,Sauber,1:37.759,1:37.528,
17,14,Adrian Sutil,Force India,1:37.693,1:37.593,
18,12,Pastor Maldonado,Williams,1:38.276,,
19,20,Heikki Kovalainen,Lotus,1:38.645,,
20,21,Jarno Trulli,Lotus,1:38.791,,
21,24,Timo Glock,Virgin,1:40.648,,
22,25,Jérôme d'Ambrosio,Virgin,1:41.001,,
23,23,Vitantonio Liuzzi,HRT,1:41.549,,
24,22,Narain Karthikeyan,HRT,1:42.574,,
