Position,Driver,Constructor,Points,Wins
1,Wolfgang von Trips,Ferrari,33,2
2,Phil Hill,Ferrari,29,1
3,Stirling Moss,Lotus-Climax,21,2
4,Richie Ginther,Ferrari,16,0
5,Jim Clark,Lotus-Climax,11,0
6,Giancarlo Baghetti,Ferrari,9,1
7,Dan Gurney,Porsche,9,0
8,Jack Brabham,Cooper-Climax,4,0
9,John Surtees,Cooper-Climax,4,0
10,Bruce McLaren,Cooper-Climax,4,0
11,Innes Ireland,Lotus-Climax,3,0
12,Olivier Gendebien,Emeryson,3,0
13,Jo Bonnier,Porsche,2,0
14,Roy Salvadori,Cooper-Climax,1,0
15,Graham Hill,BRM,1,0
16,Maurice Trintignant,Cooper-Maserati,0,0
17,Cliff Allison,Lotus-Climax,0,0
18,Tony Brooks,BRM,0,0
19,Jackie Lewis,Cooper-Climax,0,0
20,Hans Herrmann,Porsche,0,0
21,Masten Gregory,Cooper-Climax,0,0
22,Henry Taylor,Lotus-Climax,0,0
23,Tony Maggs,Lotus-Climax,0,0
24,Carel Godin de Beaufort,Porsche,0,0
25,Michael May,Lotus-Climax,0,0
26,Ian Burgess,Lotus-Climax,0,0
27,Lorenzo Bandini,Cooper-Maserati,0,0
28,Trevor Taylor,Lotus-Climax,0,0
29,Tony Marsh,Lotus-Climax,0,0
30,Keith Greene,Gilby,0,0
