position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Benetton,1:26.178,,
2,27,Jean Alesi,Ferrari,1:26.277,,
3,28,Gerhard Berger,Ferrari,1:27.059,,
4,0,Damon Hill,Williams,1:27.094,,
5,2,David Coulthard,Williams,1:27.211,,
6,14,Rubens Barrichello,Jordan,1:27.554,,
7,7,Mika Häkkinen,McLaren,1:27.616,,
8,15,Eddie Irvine,Jordan,1:27.780,,
9,3,Ukyo Katayama,Tyrrell,1:27.827,,
10,30,Heinz-Harald Frentzen,Sauber,1:27.977,,
11,10,Gianni Morbidelli,Footwork,1:27.989,,
12,8,Martin Brundle,McLaren,1:28.197,,
13,4,Mark Blundell,Tyrrell,1:28.579,,
14,29,Andrea de Cesaris,Sauber,1:28.694,,
15,23,Pierluigi Martini,Minardi,1:28.847,,
16,9,Christian Fittipaldi,Footwork,1:28.882,,
17,12,Johnny Herbert,Team Lotus,1:28.889,,
18,24,Michele Alboreto,Minardi,1:28.903,,
19,26,Olivier Panis,Ligier,1:28.950,,
20,6,Jyrki Järvilehto,Benetton,1:28.993,,
21,20,Érik Comas,Larrousse,1:29.039,,
22,19,Olivier Beretta,Larrousse,1:29.403,,
23,11,Alessandro Zanardi,Team Lotus,1:30.160,,
24,25,Éric Bernard,Ligier,1:30.493,,
25,31,David Brabham,Simtek,1:31.632,,
26,34,Bertrand Gachot,Pacific,1:32.838,,
