Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,56,5
2,Damon Hill,Williams,23,1
3,Gerhard Berger,Ferrari,13,0
4,Jean Alesi,Ferrari,13,0
5,Rubens Barrichello,Jordan,7,0
6,Martin Brundle,McLaren,6,0
7,Nicola Larini,Ferrari,6,0
8,Mark Blundell,Tyrrell,4,0
9,Mika Häkkinen,McLaren,4,0
10,Karl Wendlinger,Sauber,4,0
11,Ukyo Katayama,Tyrrell,4,0
12,Christian Fittipaldi,Footwork,3,0
13,Andrea de Cesaris,Jordan,3,0
14,Heinz-Harald Frentzen,Sauber,2,0
15,Pierluigi Martini,Minardi,2,0
16,David Coulthard,Williams,2,0
17,Jyrki Järvilehto,Benetton,1,0
18,Érik Comas,Larrousse,1,0
19,Michele Alboreto,Minardi,1,0
20,Eddie Irvine,Jordan,1,0
21,Johnny Herbert,Team Lotus,0,0
22,Olivier Panis,Ligier,0,0
23,Pedro Lamy,Team Lotus,0,0
24,Éric Bernard,Ligier,0,0
25,Olivier Beretta,Larrousse,0,0
26,Alessandro Zanardi,Team Lotus,0,0
27,David Brabham,Simtek,0,0
28,Roland Ratzenberger,Simtek,0,0
29,Gianni Morbidelli,Footwork,0,0
30,Ayrton Senna,Williams,0,0
