Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,54,5
2,Juan Pablo Montoya,Williams,27,0
3,Ralf Schumacher,Williams,23,1
4,Rubens Barrichello,Ferrari,12,0
5,David Coulthard,McLaren,10,0
6,Jenson Button,Renault,8,0
7,Nick Heidfeld,Sauber,5,0
8,Kimi Räikkönen,McLaren,4,0
9,Eddie Irvine,Jaguar,3,0
10,Felipe Massa,Sauber,3,0
11,Mark Webber,Minardi,2,0
12,Giancarlo Fisichella,Jordan,2,0
13,Mika Salo,Toyota,2,0
14,Heinz-Harald Frentzen,Arrows,1,0
15,Jacques Villeneuve,BAR,0,0
16,Allan McNish,Toyota,0,0
17,Alex Yoong,Minardi,0,0
18,Pedro de la Rosa,Jaguar,0,0
19,Takuma Sato,Jordan,0,0
20,Jarno Trulli,Renault,0,0
