position,number,driver,constructor,laps,grid,status,points
1,2,Johnny Herbert,Benetton,53,8,Finished,10
2,8,Mika Häkkinen,McLaren,53,7,Finished,6
3,30,Heinz-Harald Frentzen,Sauber,53,10,Finished,4
4,7,Mark Blundell,McLaren,53,9,Finished,3
5,4,Mika Salo,Tyrrell,52,16,+1 Lap,2
6,29,Jean-Christophe Boullion,Sauber,52,14,+1 Lap,1
7,9,Massimiliano Papis,Footwork,52,15,+1 Lap,0
8,10,Taki Inoue,Footwork,52,20,+1 Lap,0
9,21,Pedro Diniz,Forti,50,23,+3 Laps,0
10,3,Ukyo Katayama,Tyrrell,47,17,+6 Laps,0
11,27,Jean Alesi,Ferrari,45,5,Wheel bearing,0
12,14,Rubens Barrichello,Jordan,43,6,Clutch,0
13,15,Eddie Irvine,Jordan,40,12,Engine,0
14,28,Gerhard Berger,Ferrari,32,3,Suspension,0
15,24,Luca Badoer,Minardi,26,18,Spun off,0
16,1,Michael Schumacher,Benetton,23,2,Collision,0
17,5,Damon Hill,Williams,23,4,Collision,0
18,26,Olivier Panis,Ligier,20,13,Spun off,0
19,6,David Coulthard,Williams,13,1,Spun off,0
20,25,Martin Brundle,Ligier,10,11,Puncture,0
21,16,Giovanni Lavaggi,Pacific,6,24,Spun off,0
22,23,Pedro Lamy,Minardi,0,19,Transmission,0
23,17,Andrea Montermini,Pacific,0,21,Accident,0
24,22,Roberto Moreno,Forti,0,22,Accident,0
