position,number,driver,constructor,Q1,Q2,Q3
1,6,David Coulthard,Williams,1:24.462,,
2,1,Michael Schumacher,Benetton,1:25.026,,
3,28,Gerhard Berger,Ferrari,1:25.353,,
4,5,Damon Hill,Williams,1:25.699,,
5,27,Jean Alesi,Ferrari,1:25.707,,
6,14,Rubens Barrichello,Jordan,1:25.919,,
7,8,Mika Häkkinen,McLaren,1:25.920,,
8,2,Johnny Herbert,Benetton,1:26.433,,
9,7,Mark Blundell,McLaren,1:26.472,,
10,30,Heinz-Harald Frentzen,Sauber,1:26.541,,
11,26,Martin Brundle,Ligier,1:27.067,,
12,15,Eddie Irvine,Jordan,1:27.271,,
13,26,Olivier Panis,Ligier,1:27.384,,
14,29,Jean-Christophe Boullion,Sauber,1:28.741,,
15,9,Massimiliano Papis,Footwork,1:28.870,,
16,4,Mika Salo,Tyrrell,1:29.028,,
17,3,Ukyo Katayama,Tyrrell,1:29.287,,
18,24,Luca Badoer,Minardi,1:29.559,,
19,23,Pedro Lamy,Minardi,1:29.936,,
20,10,Taki Inoue,Footwork,1:30.515,,
21,17,Andrea Montermini,Pacific,1:30.721,,
22,22,Roberto Moreno,Forti,1:30.834,,
23,21,Pedro Diniz,Forti,1:32.102,,
24,16,Giovanni Lavaggi,Pacific,1:32.470,,
