position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:21.854,1:21.498,1:21.135
2,6,Nico Rosberg,Mercedes,1:22.497,1:21.809,1:21.613
3,5,Sebastian Vettel,Ferrari,1:23.077,1:22.275,1:21.972
4,7,Kimi Räikkönen,Ferrari,1:23.217,1:22.568,1:22.065
5,77,Valtteri Bottas,Williams,1:23.264,1:22.499,1:22.388
6,3,Daniel Ricciardo,Red Bull,1:23.158,1:22.638,1:22.389
7,33,Max Verstappen,Red Bull,1:23.229,1:22.857,1:22.411
8,11,Sergio Pérez,Force India,1:23.439,1:22.922,1:22.814
9,27,Nico Hülkenberg,Force India,1:23.259,1:22.951,1:22.836
10,21,Esteban Gutiérrez,Haas F1 Team,1:23.386,1:22.856,1:23.184
11,19,Felipe Massa,Williams,1:23.489,1:22.967,
12,8,Romain Grosjean,Haas F1 Team,1:23.421,1:23.092,
13,14,Fernando Alonso,McLaren,1:23.783,1:23.273,
14,94,Pascal Wehrlein,Manor Marussia,1:23.760,1:23.315,
15,22,Jenson Button,McLaren,1:23.666,1:23.399,
16,55,Carlos Sainz,Toro Rosso,1:23.661,1:23.496,
17,26,Daniil Kvyat,Toro Rosso,1:23.825,,
18,12,Felipe Nasr,Sauber,1:23.956,,
19,9,Marcus Ericsson,Sauber,1:24.087,,
20,30,Jolyon Palmer,Renault,1:24.230,,
21,20,Kevin Magnussen,Renault,1:24.436,,
