Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,20,2
2,Rubens Barrichello,Ferrari,10,0
3,David Coulthard,McLaren,10,0
4,Heinz-Harald Frentzen,Jordan,5,0
5,Nick Heidfeld,Sauber,3,0
6,Ralf Schumacher,Williams,2,0
7,Mika Häkkinen,McLaren,1,0
8,Kimi Räikkönen,Sauber,1,0
9,Jos Verstappen,Arrows,0,0
10,Olivier Panis,BAR,0,0
11,Luciano Burti,Jaguar,0,0
12,Jarno Trulli,Jordan,0,0
13,Jean Alesi,Prost,0,0
14,Jenson Button,Benetton,0,0
15,Eddie Irvine,Jaguar,0,0
16,Fernando Alonso,Minardi,0,0
17,Gastón Mazzacane,Prost,0,0
18,Giancarlo Fisichella,Benetton,0,0
19,Tarso Marques,Minardi,0,0
