position,number,driver,constructor,Q1,Q2,Q3
1,10,Lewis Hamilton,Mercedes,2:00.368,1:49.067,2:01.012
2,1,Sebastian Vettel,Red Bull,2:01.863,1:48.646,2:01.200
3,2,Mark Webber,Red Bull,2:01.597,1:48.641,2:01.325
4,9,Nico Rosberg,Mercedes,2:01.099,1:48.552,2:02.251
5,14,Paul di Resta,Force India,2:02.338,1:48.925,2:02.332
6,5,Jenson Button,McLaren,2:01.301,1:48.641,2:03.075
7,8,Romain Grosjean,Lotus F1,2:02.476,1:48.649,2:03.081
8,7,Kimi Räikkönen,Lotus F1,2:01.151,1:48.296,2:03.390
9,3,Fernando Alonso,Ferrari,2:00.190,1:48.309,2:03.482
10,4,Felipe Massa,Ferrari,2:01.462,1:49.020,2:04.059
11,11,Nico Hülkenberg,Sauber,2:01.712,1:49.088,
12,15,Adrian Sutil,Force India,2:02.749,1:49.103,
13,6,Sergio Pérez,McLaren,2:02.425,1:49.304,
14,21,Giedo van der Garde,Caterham,2:00.564,1:52.036,
15,22,Jules Bianchi,Marussia,2:02.110,1:52.563,
16,23,Max Chilton,Marussia,2:02.948,1:52.762,
17,16,Pastor Maldonado,Williams,2:03.072,,
18,18,Jean-Éric Vergne,Toro Rosso,2:03.300,,
19,19,Daniel Ricciardo,Toro Rosso,2:03.317,,
20,17,Valtteri Bottas,Williams,2:03.432,,
21,12,Esteban Gutiérrez,Sauber,2:04.324,,
22,20,Charles Pic,Caterham,2:07.384,,
