position,number,driver,constructor,Q1,Q2,Q3
1,8,Mika Häkkinen,McLaren,1:23.271,,
2,3,Michael Schumacher,Ferrari,1:23.720,,
3,1,Jacques Villeneuve,Williams,1:24.102,,
4,7,David Coulthard,McLaren,1:24.310,,
5,4,Eddie Irvine,Ferrari,1:24.436,,
6,2,Heinz-Harald Frentzen,Williams,1:24.442,,
7,9,Damon Hill,Jordan,1:24.542,,
8,14,Jean Alesi,Sauber,1:25.081,,
9,15,Johnny Herbert,Sauber,1:25.084,,
10,5,Giancarlo Fisichella,Benetton,1:25.654,,
11,6,Alexander Wurz,Benetton,1:25.760,,
12,16,Pedro Diniz,Arrows,1:26.376,,
13,17,Mika Salo,Arrows,1:26.487,,
14,12,Jarno Trulli,Prost,1:26.808,,
15,19,Jos Verstappen,Stewart,1:26.948,,
16,18,Rubens Barrichello,Stewart,1:26.990,,
17,21,Toranosuke Takagi,Tyrrell,1:27.061,,
18,23,Esteban Tuero,Minardi,1:28.051,,
19,22,Shinji Nakano,Minardi,1:28.123,,
20,20,Ricardo Rosset,Tyrrell,1:28.608,,
21,9,Ralf Schumacher,Jordan,,,
22,11,Olivier Panis,Prost,,,
