position,number,driver,constructor,laps,grid,status,points
1,3,Michael Schumacher,Ferrari,60,2,Finished,10
2,8,Mika Häkkinen,McLaren,60,1,Finished,6
3,4,Eddie Irvine,Ferrari,60,5,Finished,4
4,6,Alexander Wurz,Benetton,59,11,+1 Lap,3
5,5,Giancarlo Fisichella,Benetton,59,10,+1 Lap,2
6,10,Ralf Schumacher,Jordan,59,21,+1 Lap,1
7,1,Jacques Villeneuve,Williams,59,3,+1 Lap,0
8,22,Shinji Nakano,Minardi,58,19,+2 Laps,0
9,21,Toranosuke Takagi,Tyrrell,56,17,+4 Laps,0
10,14,Jean Alesi,Sauber,53,8,Electrical,0
11,16,Pedro Diniz,Arrows,45,12,Spun off,0
12,11,Olivier Panis,Prost,40,22,Spun off,0
13,18,Rubens Barrichello,Stewart,39,16,Spun off,0
14,19,Jos Verstappen,Stewart,38,15,Engine,0
15,7,David Coulthard,McLaren,37,4,Spun off,0
16,12,Jarno Trulli,Prost,37,14,Spun off,0
17,20,Ricardo Rosset,Tyrrell,29,20,Spun off,0
18,23,Esteban Tuero,Minardi,29,18,Spun off,0
19,15,Johnny Herbert,Sauber,27,9,Spun off,0
20,17,Mika Salo,Arrows,27,13,Throttle,0
21,2,Heinz-Harald Frentzen,Williams,15,6,Spun off,0
22,9,Damon Hill,Jordan,13,7,Spun off,0
