Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Ferrari,10.5,1
2,Jean Behra,Maserati,10,0
3,Stirling Moss,Maserati,8,1
4,Luigi Musso,Ferrari,4,1
5,Mike Hawthorn,Maserati,4,0
6,Peter Collins,Ferrari,3,0
7,Hernando da Silva Ramos,Gordini,2,0
8,Olivier Gendebien,Ferrari,2,0
9,Eugenio Castellotti,Ferrari,1.5,0
10,Gerino Gerini,Maserati,1.5,0
11,Chico Landi,Maserati,1.5,0
12,Élie Bayol,Gordini,0,0
13,Óscar González,Maserati,0,0
14,André Pilette,Gordini,0,0
15,Alberto Uria,Maserati,0,0
16,Cesare Perdisa,Maserati,0,0
17,Horace Gould,Maserati,0,0
18,Robert Manzon,Gordini,0,0
19,Luigi Piotti,Maserati,0,0
20,Carlos Menditeguy,Maserati,0,0
21,Louis Rosier,Maserati,0,0
22,José Froilán González,Maserati,0,0
23,Maurice Trintignant,Vanwall,0,0
24,Harry Schell,Vanwall,0,0
25,Giorgio Scarlatti,Ferrari,0,0
26,Tony Brooks,BRM,0,0
27,Louis Chiron,Maserati,0,0
