Position,Driver,Constructor,Points,Wins
1,Jochen Rindt,Team Lotus,45,5
2,Jack Brabham,Brabham,25,1
3,Denny Hulme,McLaren-Ford,20,0
4,Jackie Stewart,March,19,1
5,Chris Amon,March,14,0
6,Pedro Rodríguez,BRM,10,1
7,Jacky Ickx,Ferrari,10,0
8,Jean-Pierre Beltoise,Matra,9,0
9,Henri Pescarolo,Matra,8,0
10,Graham Hill,Team Lotus,7,0
11,Bruce McLaren,McLaren-Ford,6,0
12,Clay Regazzoni,Ferrari,6,0
13,Mario Andretti,March,4,0
14,Rolf Stommelen,Brabham,4,0
15,Emerson Fittipaldi,Team Lotus,3,0
16,Ignazio Giunti,Ferrari,3,0
17,John Miles,Team Lotus,2,0
18,Johnny Servoz-Gavin,March,2,0
19,John Surtees,McLaren-Ford,1,0
20,Dan Gurney,McLaren-Ford,1,0
21,François Cevert,March,0,0
22,Jo Siffert,March,0,0
23,Ronnie Peterson,March,0,0
24,John Love,Team Lotus,0,0
25,Peter de Klerk,Brabham,0,0
26,George Eaton,BRM,0,0
27,Dave Charlton,Team Lotus,0,0
28,Piers Courage,De Tomaso,0,0
29,Pete Lovely,Team Lotus,0,0
30,Jackie Oliver,BRM,0,0
