Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,46,4
2,Mika Häkkinen,McLaren,28,1
3,David Coulthard,McLaren,24,1
4,Rubens Barrichello,Ferrari,16,0
5,Ralf Schumacher,Williams,12,0
6,Giancarlo Fisichella,Benetton,10,0
7,Heinz-Harald Frentzen,Jordan,5,0
8,Jacques Villeneuve,BAR,5,0
9,Jarno Trulli,Jordan,4,0
10,Jenson Button,Williams,3,0
11,Mika Salo,Sauber,1,0
12,Ricardo Zonta,BAR,1,0
13,Pedro de la Rosa,Arrows,1,0
14,Pedro Diniz,Sauber,0,0
15,Alexander Wurz,Benetton,0,0
16,Eddie Irvine,Jaguar,0,0
17,Jos Verstappen,Arrows,0,0
18,Gastón Mazzacane,Minardi,0,0
19,Marc Gené,Minardi,0,0
20,Jean Alesi,Prost,0,0
21,Nick Heidfeld,Prost,0,0
22,Johnny Herbert,Jaguar,0,0
