position,number,driver,constructor,Q1,Q2,Q3
1,6,Mark Webber,Red Bull,1:57.352,1:47.253,1:45.778
2,2,Lewis Hamilton,McLaren,1:56.706,1:46.211,1:45.863
3,11,Robert Kubica,Renault,1:56.041,1:47.320,1:46.100
4,5,Sebastian Vettel,Red Bull,1:58.487,1:47.245,1:46.127
5,1,Jenson Button,McLaren,1:57.981,1:46.790,1:46.206
6,7,Felipe Massa,Ferrari,1:58.323,1:47.322,1:46.314
7,9,Rubens Barrichello,Williams,1:55.757,1:47.797,1:46.602
8,14,Adrian Sutil,Force India,1:58.730,1:47.292,1:46.659
9,10,Nico Hülkenberg,Williams,1:55.442,1:47.821,1:47.053
10,8,Fernando Alonso,Ferrari,1:57.023,1:47.544,1:47.441
11,3,Michael Schumacher,Mercedes,1:56.313,1:47.874,
12,4,Nico Rosberg,Mercedes,1:54.826,1:47.885,
13,17,Jaime Alguersuari,Toro Rosso,1:58.944,1:48.267,
14,15,Vitantonio Liuzzi,Force India,2:01.102,1:48.680,
15,16,Sébastien Buemi,Toro Rosso,2:00.386,1:49.209,
16,19,Heikki Kovalainen,Lotus,2:01.343,1:50.980,
17,24,Timo Glock,Virgin,2:01.316,1:52.049,
18,18,Jarno Trulli,Lotus,2:01.491,,
19,23,Kamui Kobayashi,Sauber,2:02.284,,
20,21,Bruno Senna,HRT,2:03.612,,
21,20,Sakon Yamamoto,HRT,2:03.941,,
22,22,Pedro de la Rosa,Sauber,2:05.294,,
23,25,Lucas di Grassi,Virgin,2:18.754,,
24,12,Vitaly Petrov,Renault,,,
