position,number,driver,constructor,Q1,Q2,Q3
1,3,Michael Schumacher,Ferrari,1:35.825,,
2,1,Mika Häkkinen,McLaren,1:35.834,,
3,2,David Coulthard,McLaren,1:36.236,,
4,4,Rubens Barrichello,Ferrari,1:36.330,,
5,10,Jenson Button,Williams,1:36.628,,
6,9,Ralf Schumacher,Williams,1:36.788,,
7,7,Eddie Irvine,Jaguar,1:36.899,,
8,5,Heinz-Harald Frentzen,Jordan,1:37.243,,
9,22,Jacques Villeneuve,BAR,1:37.267,,
10,8,Johnny Herbert,Jaguar,1:37.329,,
11,12,Alexander Wurz,Benetton,1:37.348,,
12,11,Giancarlo Fisichella,Benetton,1:37.479,,
13,18,Pedro de la Rosa,Arrows,1:37.652,,
14,19,Jos Verstappen,Arrows,1:37.674,,
15,6,Jarno Trulli,Jordan,1:37.679,,
16,15,Nick Heidfeld,Prost,1:38.141,,
17,14,Jean Alesi,Prost,1:38.209,,
18,23,Ricardo Zonta,BAR,1:38.269,,
19,17,Mika Salo,Sauber,1:38.490,,
20,16,Pedro Diniz,Sauber,1:38.576,,
21,20,Marc Gené,Minardi,1:39.972,,
22,21,Gastón Mazzacane,Minardi,1:40.462,,
