position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:17.762,,
2,2,Rubens Barrichello,Ferrari,1:18.020,,
3,8,Fernando Alonso,Renault,1:18.233,,
4,7,Jarno Trulli,Renault,1:18.615,,
5,17,Jenson Button,BAR,1:18.704,,
6,20,Olivier Panis,Toyota,1:18.811,,
7,4,Ralf Schumacher,Williams,1:19.006,,
8,5,David Coulthard,McLaren,1:19.128,,
9,3,Juan Pablo Montoya,Williams,1:19.377,,
10,10,Heinz-Harald Frentzen,Sauber,1:19.427,,
11,16,Jacques Villeneuve,BAR,1:19.563,,
12,14,Mark Webber,Jaguar,1:19.615,,
13,21,Cristiano da Matta,Toyota,1:19.623,,
14,9,Nick Heidfeld,Sauber,1:19.646,,
15,12,Ralph Firman,Jordan,1:20.215,,
16,15,Antônio Pizzonia,Jaguar,1:20.308,,
17,11,Giancarlo Fisichella,Jordan,1:20.976,,
18,18,Justin Wilson,Minardi,1:22.104,,
19,19,Jos Verstappen,Minardi,1:22.237,,
20,6,Kimi Räikkönen,McLaren,,,
