position,number,driver,constructor,Q1,Q2,Q3
1,1,Kimi Räikkönen,Ferrari,1:15.133,1:15.161,1:16.449
2,2,Felipe Massa,Ferrari,1:15.024,1:15.041,1:16.490
3,22,Lewis Hamilton,McLaren,1:15.634,1:15.293,1:16.693
4,5,Fernando Alonso,Renault,1:15.754,1:15.483,1:16.840
5,11,Jarno Trulli,Toyota,1:15.521,1:15.362,1:16.920
6,23,Heikki Kovalainen,McLaren,1:15.965,1:15.639,1:16.944
7,4,Robert Kubica,BMW Sauber,1:15.687,1:15.723,1:17.037
8,10,Mark Webber,Red Bull,1:16.020,1:15.488,1:17.233
9,9,David Coulthard,Red Bull,1:15.802,1:15.654,1:17.426
10,12,Timo Glock,Toyota,1:15.727,1:15.558,1:17.596
11,6,Nelson Piquet Jr.,Renault,1:15.848,1:15.770,
12,3,Nick Heidfeld,BMW Sauber,1:16.006,1:15.786,
13,15,Sebastian Vettel,Toro Rosso,1:15.918,1:15.816,
14,14,Sébastien Bourdais,Toro Rosso,1:16.072,1:16.045,
15,7,Nico Rosberg,Williams,1:16.085,1:16.235,
16,8,Kazuki Nakajima,Williams,1:16.243,,
17,16,Jenson Button,Honda,1:16.306,,
18,17,Rubens Barrichello,Honda,1:16.330,,
19,21,Giancarlo Fisichella,Force India,1:16.971,,
20,20,Adrian Sutil,Force India,1:17.053,,
