Position,Driver,Constructor,Points,Wins
1,Bruce McLaren,Cooper-Climax,8,1
2,Cliff Allison,Ferrari,6,0
3,Carlos Menditeguy,Cooper-Maserati,3,0
4,Wolfgang von Trips,Ferrari,2,0
5,Innes Ireland,Team Lotus,1,0
6,Stirling Moss,Cooper-Climax,0,0
7,Maurice Trintignant,Cooper-Climax,0,0
8,Jo Bonnier,BRM,0,0
9,Phil Hill,Ferrari,0,0
10,Alberto Rodriguez Larreta,Team Lotus,0,0
11,José Froilán González,Ferrari,0,0
12,Roberto Bonomi,Cooper-Maserati,0,0
13,Masten Gregory,Behra-Porsche,0,0
14,Gino Munaron,Maserati,0,0
15,Nasif Estéfano,Maserati,0,0
16,Harry Schell,Cooper-Climax,0,0
17,Jack Brabham,Cooper-Climax,0,0
18,Graham Hill,BRM,0,0
19,Alan Stacey,Team Lotus,0,0
20,Ettore Chimeri,Maserati,0,0
21,Antonio Creus,Maserati,0,0
22,Giorgio Scarlatti,Maserati,0,0
