position,number,driver,constructor,Q1,Q2,Q3
1,16,Charles Leclerc,Ferrari,1:20.126,1:19.553,1:19.307
2,44,Lewis Hamilton,Mercedes,1:20.272,1:19.464,1:19.346
3,77,Valtteri Bottas,Mercedes,1:20.156,1:20.018,1:19.354
4,5,Sebastian Vettel,Ferrari,1:20.378,1:19.715,1:19.457
5,3,Daniel Ricciardo,Renault,1:20.374,1:19.833,1:19.839
6,27,Nico Hülkenberg,Renault,1:20.155,1:20.275,1:20.049
7,55,Carlos Sainz,McLaren,1:20.413,1:20.202,1:20.455
8,23,Alexander Albon,Red Bull,1:20.382,1:20.021,
9,18,Lance Stroll,Racing Point,1:20.643,1:20.498,
10,7,Kimi Räikkönen,Alfa Romeo,1:20.634,1:20.515,
11,99,Antonio Giovinazzi,Alfa Romeo,1:20.657,1:20.517,
12,20,Kevin Magnussen,Haas F1 Team,1:20.616,1:20.615,
13,26,Daniil Kvyat,Toro Rosso,1:20.723,1:20.630,
14,4,Lando Norris,McLaren,1:20.646,1:21.068,
15,10,Pierre Gasly,Toro Rosso,1:20.508,1:21.125,
16,8,Romain Grosjean,Haas F1 Team,1:20.784,,
17,11,Sergio Pérez,Racing Point,1:21.291,,
18,63,George Russell,Williams,1:21.800,,
19,88,Robert Kubica,Williams,1:22.356,,
20,33,Max Verstappen,Red Bull,,,
