position,number,driver,constructor,Q1,Q2,Q3
1,4,Lewis Hamilton,McLaren,1:24.211,1:24.394,1:24.010
2,3,Jenson Button,McLaren,1:24.672,1:24.255,1:24.133
3,6,Felipe Massa,Ferrari,1:24.882,1:24.505,1:24.247
4,11,Paul di Resta,Force India,1:24.875,1:24.345,1:24.304
5,7,Michael Schumacher,Mercedes,1:25.302,1:24.675,1:24.540
6,1,Sebastian Vettel,Red Bull,1:25.011,1:24.687,1:24.802
7,8,Nico Rosberg,Mercedes,1:24.689,1:24.515,1:24.833
8,9,Kimi Räikkönen,Lotus F1,1:25.151,1:24.742,1:24.855
9,14,Kamui Kobayashi,Sauber,1:25.317,1:24.683,1:25.109
10,5,Fernando Alonso,Ferrari,1:24.175,1:24.242,1:25.678
11,2,Mark Webber,Red Bull,1:25.556,1:24.809,
12,18,Pastor Maldonado,Williams,1:25.103,1:24.820,
13,15,Sergio Pérez,Sauber,1:25.300,1:24.901,
14,19,Bruno Senna,Williams,1:25.135,1:25.042,
15,16,Daniel Ricciardo,Toro Rosso,1:25.728,1:25.312,
16,10,Jérôme d'Ambrosio,Lotus F1,1:25.834,1:25.408,
17,17,Jean-Éric Vergne,Toro Rosso,1:25.649,1:25.441,
18,20,Heikki Kovalainen,Caterham,1:26.382,,
19,21,Vitaly Petrov,Caterham,1:26.887,,
20,24,Timo Glock,Marussia,1:27.039,,
21,25,Charles Pic,Marussia,1:27.073,,
22,23,Narain Karthikeyan,HRT,1:27.441,,
23,22,Pedro de la Rosa,HRT,1:27.629,,
