Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,24,1
2,Jacques Villeneuve,Williams,20,2
3,Eddie Irvine,Ferrari,14,0
4,Heinz-Harald Frentzen,Williams,10,1
5,David Coulthard,McLaren,10,1
6,Gerhard Berger,Benetton,10,0
7,Mika Häkkinen,McLaren,10,0
8,Olivier Panis,Prost,9,0
9,Rubens Barrichello,Stewart,6,0
10,Ralf Schumacher,Jordan,4,0
11,Giancarlo Fisichella,Jordan,4,0
12,Johnny Herbert,Sauber,3,0
13,Jean Alesi,Benetton,3,0
14,Mika Salo,Tyrrell,2,0
15,Nicola Larini,Sauber,1,0
16,Jan Magnussen,Stewart,0,0
17,Shinji Nakano,Prost,0,0
18,Jos Verstappen,Tyrrell,0,0
19,Jarno Trulli,Minardi,0,0
20,Ukyo Katayama,Minardi,0,0
21,Pedro Diniz,Arrows,0,0
22,Damon Hill,Arrows,0,0
