position,number,driver,constructor,Q1,Q2,Q3
1,4,Heinz-Harald Frentzen,Williams,1:18.216,,
2,5,Michael Schumacher,Ferrari,1:18.235,,
3,3,Jacques Villeneuve,Williams,1:18.583,,
4,12,Giancarlo Fisichella,Jordan,1:18.665,,
5,10,David Coulthard,McLaren,1:18.779,,
6,11,Ralf Schumacher,Jordan,1:18.943,,
7,16,Johnny Herbert,Sauber,1:19.105,,
8,9,Mika Häkkinen,McLaren,1:19.119,,
9,7,Jean Alesi,Benetton,1:19.263,,
10,22,Rubens Barrichello,Stewart,1:19.295,,
11,17,Nicola Larini,Sauber,1:19.468,,
12,14,Olivier Panis,Prost,1:19.626,,
13,1,Damon Hill,Arrows,1:19.674,,
14,18,Mika Salo,Tyrrell,1:19.694,,
15,6,Eddie Irvine,Ferrari,1:19.723,,
16,2,Pedro Diniz,Arrows,1:19.860,,
17,8,Gerhard Berger,Benetton,1:20.199,,
18,21,Jarno Trulli,Minardi,1:20.349,,
19,23,Jan Magnussen,Stewart,1:20.516,,
20,20,Ukyo Katayama,Minardi,1:20.606,,
21,15,Shinji Nakano,Prost,1:20.961,,
22,19,Jos Verstappen,Tyrrell,1:21.290,,
