position,number,driver,constructor,laps,grid,status,points
1,27,Ayrton Senna,McLaren,78,1,Finished,9
2,4,Jean Alesi,Tyrrell,78,3,Finished,6
3,28,Gerhard Berger,McLaren,78,5,Finished,4
4,5,Thierry Boutsen,Williams,77,6,+1 Lap,3
5,10,Alex Caffi,Arrows,76,22,+2 Laps,2
6,29,Éric Bernard,Larrousse,76,24,+2 Laps,1
7,35,Gregor Foitek,Onyx,72,20,Collision,0
8,11,Derek Warwick,Team Lotus,66,13,Spun off,0
9,2,Nigel Mansell,Ferrari,63,7,Battery,0
10,24,Paolo Barilla,Minardi,52,19,Gearbox,0
11,36,Jyrki Järvilehto,Onyx,52,26,Gearbox,0
12,26,Philippe Alliot,Ligier,47,18,Gearbox,0
13,6,Riccardo Patrese,Williams,41,4,Distributor,0
14,22,Andrea de Cesaris,Dallara,38,12,Engine,0
15,3,Satoru Nakajima,Tyrrell,36,21,Spun off,0
16,1,Alain Prost,Ferrari,30,2,Battery,0
17,19,Alessandro Nannini,Benetton,20,16,Gearbox,0
18,7,David Brabham,Brabham,16,25,Transmission,0
19,16,Ivan Capelli,Leyton House,13,23,Brakes,0
20,25,Nicola Larini,Ligier,12,17,Differential,0
21,30,Aguri Suzuki,Larrousse,11,15,Steering,0
22,23,Pierluigi Martini,Minardi,7,8,Electrical,0
23,12,Martin Donnelly,Team Lotus,6,11,Gearbox,0
24,8,Stefano Modena,Brabham,3,14,Transmission,0
25,21,Emanuele Pirro,Dallara,0,9,Engine,0
26,20,Nelson Piquet,Benetton,34,10,Disqualified,0
27,9,Michele Alboreto,Arrows,0,0,Did not qualify,0
28,14,Olivier Grouillard,Osella,0,0,Did not qualify,0
29,15,Maurício Gugelmin,Leyton House,0,0,Did not qualify,0
30,33,Roberto Moreno,Euro Brun,0,0,Did not qualify,0
