position,number,driver,constructor,Q1,Q2,Q3
1,8,Mika Häkkinen,McLaren,1:48.682,,
2,7,David Coulthard,McLaren,1:48.845,,
3,9,Damon Hill,Jordan,1:49.728,,
4,3,Michael Schumacher,Ferrari,1:50.027,,
5,4,Eddie Irvine,Ferrari,1:50.189,,
6,1,Jacques Villeneuve,Williams,1:50.204,,
7,5,Giancarlo Fisichella,Benetton,1:50.462,,
8,10,Ralf Schumacher,Jordan,1:50.501,,
9,2,Heinz-Harald Frentzen,Williams,1:50.686,,
10,14,Jean Alesi,Sauber,1:51.189,,
11,6,Alexander Wurz,Benetton,1:51.648,,
12,15,Johnny Herbert,Sauber,1:51.851,,
13,12,Jarno Trulli,Prost,1:52.572,,
14,18,Rubens Barrichello,Stewart,1:52.670,,
15,11,Olivier Panis,Prost,1:52.784,,
16,16,Pedro Diniz,Arrows,1:53.037,,
17,19,Jos Verstappen,Stewart,1:53.149,,
18,17,Mika Salo,Arrows,1:53.207,,
19,21,Toranosuke Takagi,Tyrrell,1:53.237,,
20,20,Ricardo Rosset,Tyrrell,1:54.850,,
21,22,Shinji Nakano,Minardi,1:55.084,,
22,23,Esteban Tuero,Minardi,1:55.520,,
