Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham-Repco,39,4
2,Jochen Rindt,Cooper-Maserati,22,0
3,John Surtees,Ferrari,19,1
4,Graham Hill,BRM,17,0
5,Jim Clark,Lotus-Climax,16,1
6,Jackie Stewart,BRM,14,1
7,Denny Hulme,Brabham-Climax,14,0
8,Mike Parkes,Ferrari,12,0
9,Lorenzo Bandini,Ferrari,12,0
10,Ludovico Scarfiotti,Ferrari,9,1
11,Mike Spence,Lotus-BRM,4,0
12,Bob Bondurant,BRM,3,0
13,Jo Siffert,Brabham-BRM,3,0
14,Bruce McLaren,McLaren-Ford,3,0
15,Dan Gurney,Eagle-Climax,2,0
16,Richie Ginther,Cooper-Maserati,2,0
17,Bob Anderson,Brabham-Climax,1,0
18,Peter Arundell,Lotus-BRM,1,0
19,John Taylor,Brabham-BRM,1,0
20,Jo Bonnier,Cooper-Maserati,0,0
21,Chris Irwin,Brabham-Climax,0,0
22,Chris Amon,Cooper-Maserati,0,0
23,Guy Ligier,Cooper-Maserati,0,0
24,Giacomo Russo,Lotus-Climax,0,0
25,Chris Lawrence,Cooper-Ferrari,0,0
26,Innes Ireland,BRM,0,0
27,Pedro Rodríguez,Lotus-Climax,0,0
28,Giancarlo Baghetti,Ferrari,0,0
29,Ronnie Bucknum,Honda,0,0
30,Vic Wilson,BRM,0,0
