position,number,driver,constructor,laps,grid,status,points
1,1,Jim Clark,Lotus-BRM,108,2,Finished,9
2,8,Jochen Rindt,Cooper-Maserati,107,9,Out of fuel,6
3,7,John Surtees,Cooper-Maserati,107,4,+1 Lap,4
4,19,Jo Siffert,Cooper-Maserati,105,13,+3 Laps,3
5,17,Bruce McLaren,McLaren-Ford,105,11,+3 Laps,2
6,2,Peter Arundell,Lotus-Climax,101,19,+7 Laps,1
7,10,Innes Ireland,BRM,96,17,Alternator,0
8,12,Richie Ginther,Honda,81,8,Not classified,0
9,18,Mike Spence,Lotus-BRM,74,12,Ignition,0
10,14,Ronnie Bucknum,Honda,58,18,Engine,0
11,22,Jo Bonnier,Cooper-Maserati,57,15,Not classified,0
12,5,Jack Brabham,Brabham-Repco,55,1,Engine,0
13,4,Jackie Stewart,BRM,53,6,Engine,0
14,3,Graham Hill,BRM,52,5,Differential,0
15,9,Lorenzo Bandini,Ferrari,34,3,Engine,0
16,6,Denny Hulme,Brabham-Repco,18,7,Engine,0
17,11,Pedro Rodríguez,Lotus-BRM,13,10,Retired,0
18,15,Dan Gurney,Eagle-Weslake,13,14,Clutch,0
19,16,Bob Bondurant,Eagle-Climax,5,16,Disqualified,0
