position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:35.439,1:33.708,1:33.185
2,44,Lewis Hamilton,Mercedes,1:35.323,1:33.872,1:33.464
3,3,Daniel Ricciardo,Red Bull,1:36.220,1:34.592,1:34.051
4,77,Valtteri Bottas,Williams,1:34.934,1:34.842,1:34.247
5,11,Sergio Pérez,Force India,1:34.998,1:34.747,1:34.346
6,7,Kimi Räikkönen,Ferrari,1:35.234,1:34.925,1:34.368
7,22,Jenson Button,McLaren,1:35.699,1:34.714,1:34.387
8,19,Felipe Massa,Williams,1:35.085,1:34.842,1:34.511
9,20,Kevin Magnussen,McLaren,1:35.288,1:34.904,1:34.712
10,14,Fernando Alonso,Ferrari,1:35.251,1:34.723,1:34.992
11,1,Sebastian Vettel,Red Bull,1:35.549,1:34.985,
12,27,Nico Hülkenberg,Force India,1:34.874,1:35.116,
13,26,Daniil Kvyat,Toro Rosso,1:35.395,1:35.145,
14,25,Jean-Éric Vergne,Toro Rosso,1:35.815,1:35.286,
15,21,Esteban Gutiérrez,Sauber,1:36.567,1:35.891,
16,8,Romain Grosjean,Lotus F1,1:36.654,1:35.908,
17,13,Pastor Maldonado,Lotus F1,1:36.663,,
18,99,Adrian Sutil,Sauber,1:36.840,,
19,10,Kamui Kobayashi,Caterham,1:37.085,,
20,17,Jules Bianchi,Marussia,1:37.310,,
21,9,Marcus Ericsson,Caterham,1:37.875,,
22,4,Max Chilton,Marussia,1:37.913,,
