Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,51,5
2,Jacky Ickx,Ferrari,19,1
3,Ronnie Peterson,March-Ford,17,0
4,Emerson Fittipaldi,Lotus-Ford,16,0
5,Jo Siffert,BRM,13,1
6,Mario Andretti,Ferrari,12,1
7,François Cevert,Tyrrell,12,0
8,Clay Regazzoni,Ferrari,12,0
9,Pedro Rodríguez,BRM,9,0
10,Chris Amon,Matra,8,0
11,Reine Wisell,Lotus-Ford,7,0
12,Denny Hulme,McLaren,6,0
13,Tim Schenken,Brabham,5,0
14,Henri Pescarolo,March-Ford,4,0
15,John Surtees,Surtees,3,0
16,Rolf Stommelen,Surtees,3,0
17,Graham Hill,Brabham,2,0
18,Jean-Pierre Beltoise,Matra,1,0
19,Howden Ganley,BRM,0,0
20,Brian Redman,Surtees,0,0
21,Peter Gethin,McLaren,0,0
22,Gijs van Lennep,Surtees,0,0
23,Jackie Oliver,McLaren,0,0
24,Nanni Galli,March-Ford,0,0
25,Vic Elford,BRM,0,0
26,Helmut Marko,BRM,0,0
27,Andrea de Adamich,March-Alfa Romeo,0,0
28,François Mazet,March-Ford,0,0
29,Mike Beuttler,March-Ford,0,0
30,Skip Barber,March-Ford,0,0
