Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,17,2
2,Sam Hanks,Epperly,8,1
3,Jim Rathmann,Epperly,7,0
4,Jean Behra,Maserati,6,0
5,Tony Brooks,Vanwall,6,0
6,Carlos Menditeguy,Maserati,4,0
7,Jimmy Bryan,Kuzma,4,0
8,Masten Gregory,Maserati,4,0
9,Harry Schell,Maserati,3,0
10,Stuart Lewis-Evans,Connaught,3,0
11,Paul Russo,Kurtis Kraft,3,0
12,Andy Linden,Kurtis Kraft,2,0
13,Maurice Trintignant,Ferrari,2,0
14,Alfonso de Portago,Ferrari,1,0
15,José Froilán González,Ferrari,1,0
16,Stirling Moss,Maserati,1,0
17,Wolfgang von Trips,Ferrari,0,0
18,Peter Collins,Ferrari,0,0
19,Johnny Boyd,Kurtis Kraft,0,0
20,Jack Brabham,Cooper,0,0
21,Cesare Perdisa,Ferrari,0,0
22,Jo Bonnier,Maserati,0,0
23,Marshall Teague,Kurtis Kraft,0,0
24,Pat O'Connor,Kurtis Kraft,0,0
25,Alessandro de Tomaso,Ferrari,0,0
26,Bob Veith,Phillips,0,0
27,Luigi Piotti,Maserati,0,0
28,Gene Hartley,Lesovsky,0,0
29,Jack Turner,Kurtis Kraft,0,0
30,Johnny Thomson,Kuzma,0,0
