Position,Driver,Constructor,Points,Wins
1,Luigi Musso,Ferrari,12,0
2,Stirling Moss,Cooper,8,1
3,Maurice Trintignant,Cooper,8,1
4,Mike Hawthorn,Ferrari,5,0
5,Peter Collins,Ferrari,4,0
6,Juan Fangio,Maserati,4,0
7,Jack Brabham,Cooper,3,0
8,Harry Schell,Maserati,2,0
9,Jean Behra,Maserati,2,0
10,Cliff Allison,Team Lotus,0,0
11,Carlos Menditeguy,Maserati,0,0
12,Paco Godia,Maserati,0,0
13,Horace Gould,Maserati,0,0
14,Wolfgang von Trips,Ferrari,0,0
15,Jo Bonnier,Maserati,0,0
16,Graham Hill,Team Lotus,0,0
17,Roy Salvadori,Cooper,0,0
18,Giorgio Scarlatti,Maserati,0,0
19,Tony Brooks,Vanwall,0,0
20,Stuart Lewis-Evans,Vanwall,0,0
21,Ron Flockhart,Cooper,0,0
22,Ken Kavanagh,Maserati,0,0
23,Gerino Gerini,Maserati,0,0
24,Bruce Kessler,Connaught,0,0
25,Paul Emery,Connaught,0,0
26,Maria de Filippis,Maserati,0,0
27,André Testut,Maserati,0,0
28,Giulio Cabianca,OSCA,0,0
29,Luigi Piotti,OSCA,0,0
30,Bernie Ecclestone,Connaught,0,0
