Position,Driver,Constructor,Points,Wins
1,Nigel Mansell,Williams,30,3
2,Riccardo Patrese,Williams,18,0
3,Michael Schumacher,Benetton,11,0
4,Gerhard Berger,McLaren,5,0
5,Ayrton Senna,McLaren,4,0
6,Jean Alesi,Ferrari,3,0
7,Ivan Capelli,Ferrari,2,0
8,Andrea de Cesaris,Tyrrell,2,0
9,Johnny Herbert,Team Lotus,1,0
10,Mika Häkkinen,Team Lotus,1,0
11,Michele Alboreto,Footwork,1,0
12,Érik Comas,Ligier,0,0
13,Gianni Morbidelli,Minardi,0,0
14,Jyrki Järvilehto,Dallara,0,0
15,Aguri Suzuki,Footwork,0,0
16,Ukyo Katayama,Larrousse,0,0
17,Thierry Boutsen,Ligier,0,0
18,Bertrand Gachot,Larrousse,0,0
19,Maurício Gugelmin,Jordan,0,0
20,Eric van de Poele,Brabham,0,0
