position,number,driver,constructor,Q1,Q2,Q3
1,9,Nico Rosberg,Mercedes,1:24.620,1:16.135,1:13.876
2,10,Lewis Hamilton,Mercedes,1:23.779,1:16.265,1:13.967
3,1,Sebastian Vettel,Red Bull,1:24.243,1:15.988,1:13.980
4,2,Mark Webber,Red Bull,1:25.352,1:17.322,1:14.181
5,7,Kimi Räikkönen,Lotus F1,1:25.835,1:16.040,1:14.822
6,3,Fernando Alonso,Ferrari,1:23.712,1:16.510,1:14.824
7,6,Sergio Pérez,McLaren,1:24.682,1:17.748,1:15.138
8,15,Adrian Sutil,Force India,1:25.108,1:17.261,1:15.383
9,5,Jenson Button,McLaren,1:23.744,1:17.420,1:15.647
10,18,Jean-Éric Vergne,Toro Rosso,1:23.699,1:17.623,1:15.703
11,11,Nico Hülkenberg,Sauber,1:25.547,1:18.331,
12,19,Daniel Ricciardo,Toro Rosso,1:24.852,1:18.344,
13,8,Romain Grosjean,Lotus F1,1:23.738,1:18.603,
14,17,Valtteri Bottas,Williams,1:24.681,1:19.077,
15,21,Giedo van der Garde,Caterham,1:26.095,1:19.408,
16,16,Pastor Maldonado,Williams,1:23.452,1:21.688,
17,14,Paul di Resta,Force India,1:26.322,,
18,20,Charles Pic,Caterham,1:26.633,,
19,12,Esteban Gutiérrez,Sauber,1:26.917,,
20,23,Max Chilton,Marussia,1:27.303,,
21,22,Jules Bianchi,Marussia,,,
22,4,Felipe Massa,Ferrari,,,
