position,number,driver,constructor,Q1,Q2,Q3
1,10,Lewis Hamilton,Mercedes,1:30.995,1:31.224,1:29.607
2,9,Nico Rosberg,Mercedes,1:31.355,1:31.028,1:30.059
3,1,Sebastian Vettel,Red Bull,1:31.559,1:30.990,1:30.211
4,2,Mark Webber,Red Bull,1:31.605,1:31.002,1:30.220
5,14,Paul di Resta,Force India,1:32.062,1:31.291,1:30.736
6,19,Daniel Ricciardo,Toro Rosso,1:32.097,1:31.182,1:30.757
7,15,Adrian Sutil,Force India,1:32.002,1:31.097,1:30.908
8,8,Romain Grosjean,Lotus F1,1:31.466,1:31.530,1:30.955
9,7,Kimi Räikkönen,Lotus F1,1:31.400,1:31.592,1:30.962
10,3,Fernando Alonso,Ferrari,1:32.266,1:31.387,1:30.979
11,5,Jenson Button,McLaren,1:31.979,1:31.649,
12,4,Felipe Massa,Ferrari,1:32.241,1:31.779,
13,18,Jean-Éric Vergne,Toro Rosso,1:32.105,1:31.785,
14,6,Sergio Pérez,McLaren,1:31.953,1:32.082,
15,11,Nico Hülkenberg,Sauber,1:32.168,1:32.211,
16,16,Pastor Maldonado,Williams,1:32.512,1:32.359,
17,17,Valtteri Bottas,Williams,1:32.664,,
18,12,Esteban Gutiérrez,Sauber,1:32.666,,
19,20,Charles Pic,Caterham,1:33.866,,
20,22,Jules Bianchi,Marussia,1:34.108,,
21,21,Giedo van der Garde,Caterham,1:35.481,,
22,23,Max Chilton,Marussia,1:35.858,,
