position,number,driver,constructor,Q1,Q2,Q3
1,14,Mark Webber,Red Bull,1:31.257,1:38.038,1:32.230
2,23,Rubens Barrichello,Brawn,1:31.482,1:34.455,1:32.357
3,22,Jenson Button,Brawn,1:31.568,1:39.032,1:32.473
4,15,Sebastian Vettel,Red Bull,1:31.430,1:39.504,1:32.480
5,1,Lewis Hamilton,McLaren,1:31.473,1:39.149,1:32.616
6,2,Heikki Kovalainen,McLaren,1:31.881,1:40.826,1:33.859
7,20,Adrian Sutil,Force India,1:32.015,1:36.740,1:34.316
8,3,Felipe Massa,Ferrari,1:31.600,1:41.708,1:34.574
9,4,Kimi Räikkönen,Ferrari,1:31.869,1:41.730,1:34.710
10,8,Nelson Piquet Jr.,Renault,1:32.128,1:35.737,1:34.803
11,6,Nick Heidfeld,BMW Sauber,1:31.771,1:42.310,
12,7,Fernando Alonso,Renault,1:31.302,1:42.318,
13,17,Kazuki Nakajima,Williams,1:31.884,1:42.500,
14,9,Jarno Trulli,Toyota,1:31.760,1:42.771,
15,16,Nico Rosberg,Williams,1:31.598,1:42.859,
16,5,Robert Kubica,BMW Sauber,1:32.190,,
17,12,Sébastien Buemi,Toro Rosso,1:32.251,,
18,21,Giancarlo Fisichella,Force India,1:32.402,,
19,10,Timo Glock,Toyota,1:32.423,,
20,11,Sébastien Bourdais,Toro Rosso,1:33.559,,
