Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,20,2
2,Rubens Barrichello,Ferrari,13,0
3,Juan Pablo Montoya,Williams,12,0
4,Jenson Button,BAR,9,0
5,Fernando Alonso,Renault,8,0
6,Jarno Trulli,Renault,6,0
7,Ralf Schumacher,Williams,5,0
8,David Coulthard,McLaren,4,0
9,Felipe Massa,Sauber,1,0
10,Cristiano da Matta,Toyota,0,0
11,Takuma Sato,BAR,0,0
12,Giancarlo Fisichella,Sauber,0,0
13,Christian Klien,Jaguar,0,0
14,Olivier Panis,Toyota,0,0
15,Giorgio Pantano,Jordan,0,0
16,Gianmaria Bruni,Minardi,0,0
17,Zsolt Baumgartner,Minardi,0,0
