position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:22.890,1:22.285,1:22.020
2,6,Nico Rosberg,Mercedes,1:22.979,1:22.775,1:22.595
3,5,Sebastian Vettel,Ferrari,1:23.312,1:23.168,1:22.739
4,3,Daniel Ricciardo,Red Bull,1:24.408,1:23.230,1:22.774
5,7,Kimi Räikkönen,Ferrari,1:23.596,1:23.460,1:23.020
6,77,Valtteri Bottas,Williams,1:23.649,1:23.555,1:23.222
7,26,Daniil Kvyat,Red Bull,1:23.587,1:23.597,1:23.332
8,19,Felipe Massa,Williams,1:23.895,1:23.598,1:23.537
9,33,Max Verstappen,Toro Rosso,1:24.032,1:23.781,1:23.679
10,8,Romain Grosjean,Lotus F1,1:24.242,1:23.805,1:24.181
11,27,Nico Hülkenberg,Force India,1:24.115,1:23.826,
12,55,Carlos Sainz,Toro Rosso,1:24.623,1:23.869,
13,11,Sergio Pérez,Force India,1:24.444,1:24.461,
14,13,Pastor Maldonado,Lotus F1,1:23.895,1:24.609,
15,14,Fernando Alonso,McLaren,1:24.563,,
16,22,Jenson Button,McLaren,1:24.739,,
17,9,Marcus Ericsson,Sauber,1:24.843,,
18,12,Felipe Nasr,Sauber,1:24.997,,
19,98,Roberto Merhi,Manor Marussia,1:27.416,,
20,28,Will Stevens,Manor Marussia,1:27.949,,
